timestamp_utc,side,size,price,midpoint_proxy,effective_half_spread,transactionHash
2024-11-04 19:32:05+00:00,BUY,126.321242,0.5789999991,0.5785,0.0004999990999999815,0xd566f1cc236706cf93477678c5da1e0f5fecbce55bc35752bbff31129eb30953
2024-11-04 19:32:07+00:00,BUY,46798.54,0.5794624503,0.5785,0.0009624502999999729,0xb4d4c2a3192820f5f589fa234e7626ebc90c98970d9b94fe52e13e7cd4e7b964
2024-11-04 19:32:07+00:00,SELL,100.0,0.58,0.5785,-0.0014999999999999458,0x0c792d19660b13773267b50540d2d73e9f35f6920bc77dbe95abec5dced27891
2024-11-04 19:32:09+00:00,BUY,17.7,0.58,0.5785,0.0014999999999999458,0xae8c5dc40eba5667210ff792abb4a0b6af92a55ba96fc877d7f7086234cd6f13
2024-11-04 19:32:13+00:00,BUY,204.706895,0.5799999995,0.5785,0.0014999995000000155,0x2f4fc0ee46a8b614cafcb2a543b7458b06503cf120a039abe9780d8d6153ea0f
2024-11-04 19:32:13+00:00,BUY,15.84,0.581,0.5785,0.0024999999999999467,0x77d0b66b15e29ed2034efbfc54f35833c3fefe425eb04ecc4f154a1e80ae4b4c
2024-11-04 19:32:15+00:00,SELL,77.2,0.579,0.5785,-0.0004999999999999449,0x1dd3d536d57388ebaaf5b5b09b0d4dc51aa7337204a5a867eac970df5c353329
2024-11-04 19:32:17+00:00,SELL,97.01,0.579,0.5785,-0.0004999999999999449,0xd91ff296a7cc1626fc33931b5ef7da6c6c531ea8ba2ce851b41ce93fb5fed341
2024-11-04 19:32:19+00:00,BUY,13.77,0.581,0.5785,0.0024999999999999467,0xd0fbb2a71133d41bfd9c092a40582999fb0347c4aa372e96ef91662afe1429e6
2024-11-04 19:32:21+00:00,BUY,17.211702,0.5809999499,0.5785,0.0024999499000000203,0x22473c5883278f87777868914066c242f46505222ca8e9ec8f9b8a2f0bf81c77
2024-11-04 19:32:25+00:00,BUY,1.721169,0.5809998902,0.5785,0.0024998901999999656,0xef9a7bab749796dd4b8b97aae69ed0731c2a1d75144563caa572d25d572e80f9
2024-11-04 19:32:25+00:00,BUY,16.3,0.581,0.5785,0.0024999999999999467,0x578839ff4a7dc57d5dda6ba610a63ec690347098a1b7ea42263aef92fa0a4a7d
2024-11-04 19:32:27+00:00,BUY,12.23,0.581,0.5785,0.0024999999999999467,0x49b5213092daa5b8f5ef7687b1e13b41234fab967ea033b1869037433f8a3629
2024-11-04 19:32:31+00:00,BUY,572.994835,0.5809999998,0.5785,0.002499999800000041,0xc0abdb28b76f96c7d2504d477602038b3dfa839bd94f076d543018dfadeb8ed2
2024-11-04 19:32:31+00:00,BUY,697.297761,0.5809999998,0.5785,0.002499999800000041,0x23f92e55f86793dfb4a9a1d6db8ff868173d17168e9d6f28af41108944f1c537
2024-11-04 19:32:31+00:00,BUY,14.35,0.581,0.5785,0.0024999999999999467,0xc4fef8abe0218fa11e2714c3e886e4c72667162733a912e9e2ab9d3a1c148d60
2024-11-04 19:32:37+00:00,BUY,14.84,0.581,0.5785,0.0024999999999999467,0x04230d2ac6136c13e5b7794dc871493bbbc2d83968e5972c2b74d7e23305e8b6
2024-11-04 19:32:39+00:00,SELL,13.11,0.58,0.5785,-0.0014999999999999458,0x6e16facda5bc99c8edf97501d533a9311905b3ee6cccb5bf4899504e9dc6d3f3
2024-11-04 19:32:39+00:00,BUY,13.79,0.581,0.5785,0.0024999999999999467,0xbb641f4d58d8b3323b40aa300df7417d59b7143493a3bf2ff81fac08ae3ee1cb
2024-11-04 19:32:41+00:00,SELL,15.69,0.58,0.5785,-0.0014999999999999458,0x159eee5392b79192adbb30247c1c6f6deaa363041f560b7b876b71d920a9cf55
2024-11-04 19:32:41+00:00,BUY,341.204818,0.5809999992,0.5785,0.0024999991999999915,0xf65234dc1a9cad62644f91f7e93eb2504299058cb76cd241c7d9b1873cb49071
2024-11-04 19:32:41+00:00,SELL,13.96,0.58,0.5785,-0.0014999999999999458,0x27d269c76d4aaf2b78b30f20c3af9d3fe35dcd21ee573e5ca866a8113fbf85bf
2024-11-04 19:32:43+00:00,SELL,13.16,0.58,0.5785,-0.0014999999999999458,0x37e6a9112479ed5afd506e51ff6f03c12de78a465ed0c1ef7742aa7f744ed6ee
2024-11-04 19:32:43+00:00,SELL,14.01,0.58,0.5785,-0.0014999999999999458,0x31f6ccee945a1ef81abea65ba33ae86c2fcd2eae3e3e8efb922215a8a5eaddf4
2024-11-04 19:32:43+00:00,BUY,12.68,0.581,0.5785,0.0024999999999999467,0x1c04f4ba5355c5400cbcdf84b5c98c98c9319fd12e18b1719895e38953e94f0b
2024-11-04 19:32:45+00:00,SELL,14.95,0.58,0.5785,-0.0014999999999999458,0x05c5de88baa9b130103333e852d9cf648e7a9bbd2731dd7ebb8e6ff2bf1e0a34
2024-11-04 19:32:45+00:00,SELL,16.07,0.58,0.5785,-0.0014999999999999458,0x0303d43d8c9072953bd6adcdfa0cd7a23a1c0bcdfe8d07ffe1d8e49ff9bf9340
2024-11-04 19:32:47+00:00,SELL,15.46,0.58,0.5785,-0.0014999999999999458,0x8408498ae46f53cef792b8e84aa4e1ace90a68b2384f3bc23e40f9aedb9d0763
2024-11-04 19:32:47+00:00,SELL,15.85,0.58,0.5785,-0.0014999999999999458,0x6a179b46da74b9137f968ccff9e05b64b2f3fae9059451aac96e6546806eed9e
2024-11-04 19:32:47+00:00,SELL,13.33,0.58,0.5785,-0.0014999999999999458,0xc5ebe9632e182a7ac934cdaa6d8c048c00160e65e8dd6d83d4bf553420cbda6a
2024-11-04 19:32:49+00:00,SELL,15.74,0.58,0.5785,-0.0014999999999999458,0x0425ed6da8f85cfa5a2cb47ca37c142d0a16d2c1687f21acd2eaa157f9f6368a
2024-11-04 19:32:49+00:00,SELL,14.96,0.58,0.5785,-0.0014999999999999458,0xc664ba38eeb5881898f848fc492e3b78802f4fd983594c931a138d09f60e8c94
2024-11-04 19:32:51+00:00,SELL,16.98,0.58,0.5785,-0.0014999999999999458,0xd6f230deba41ea53be25bde4a3981e5d3c2195b2da431bfd1e88d81c0ec25e76
